kjønn,alder,type justering,statistikkvariabel,måned,value
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M04,75.6
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M05,75.7
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M06,75.8
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M07,75.4
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M08,76.3
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M09,75.8
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M10,75.3
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M11,75.8
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M12,75.7
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M01,75.2
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M02,75.5
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M03,75.1
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M04,75.5
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M05,75.3
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M06,75.2
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M07,75.6
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M08,75.1
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M09,76
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M10,75.7
Menn,25-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M11,75.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M01,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M02,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M03,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M04,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M05,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M06,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M07,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M08,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M09,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M10,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M11,1.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M12,2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M01,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M02,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M03,1.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M04,1.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M05,1.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M06,1.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M07,1.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M08,1.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M09,1.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M10,1.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M11,1.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M12,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M01,1.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M02,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M03,1.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M04,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M05,1.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M06,1.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M07,1.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M08,1.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M09,2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M10,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M11,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M12,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M01,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M02,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M03,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M04,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M05,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M06,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M07,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M08,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M09,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M10,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M11,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M12,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M01,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M02,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M03,3.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M04,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M05,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M06,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M07,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M08,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M09,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M10,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M11,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M12,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M01,2.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M02,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M03,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M04,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M05,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M06,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M07,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M08,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M09,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M10,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M11,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M12,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M01,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M02,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M03,2.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M04,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M05,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M06,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M07,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M08,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M09,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M10,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M11,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M12,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M01,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M02,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M03,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M04,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M05,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M06,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M07,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M08,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M09,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M10,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M11,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M12,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M01,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M02,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M03,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M04,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M05,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M06,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M07,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M08,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M09,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M10,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M11,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M12,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M01,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M02,4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M03,3.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M04,3.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M05,3.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M06,3.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M07,4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M08,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M09,3.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M10,4.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M11,4.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M12,4.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M01,4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M02,5.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M03,4.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M04,4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M05,4.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M06,4.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M07,4.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M08,4.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M09,4.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M10,4.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M11,3.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M12,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M01,3.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M02,3.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M03,3.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M04,3.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M05,3.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M06,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M07,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M08,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M09,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M10,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M11,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M12,3.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M01,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M02,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M03,3.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M04,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M05,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M06,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M07,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M08,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M09,3.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M10,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M11,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M12,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M01,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M02,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M03,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M04,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M05,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M06,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M07,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M08,3.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M09,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M10,3.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M11,3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M12,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M01,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M02,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M03,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M04,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M05,3.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M06,3.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M07,5.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M08,3.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M09,3.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M10,4.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M11,4.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M12,3.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M01,4.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M02,4.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M03,3.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M04,4.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M05,4.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M06,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M07,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M08,3.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M09,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M10,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M11,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M12,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M01,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M02,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M03,2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M04,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M05,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M06,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M07,2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M08,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M09,2.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M10,1.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M11,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M12,2.1
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M01,1.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M02,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M03,2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M04,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M05,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M06,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M07,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M08,2.3
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M09,2.5
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M10,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M11,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M12,2.6
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M01,3.2
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M02,2.4
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M03,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M04,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M05,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M06,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M07,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M08,2.9
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M09,2.8
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M10,2.7
Menn,25-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M11,2.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M01,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M02,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M03,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M04,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M05,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M06,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M07,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M08,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M09,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M10,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M11,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M12,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M01,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M02,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M03,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M04,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M05,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M06,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M07,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M08,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M09,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M10,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M11,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M12,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M01,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M02,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M03,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M04,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M05,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M06,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M07,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M08,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M09,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M10,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M11,NA
