kjønn,næring (SN2007),type sykefravær,statistikkvariabel,kvartal,value
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2003K1,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2003K2,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2003K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2003K4,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2004K1,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2004K2,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2004K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2004K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2005K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2005K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2005K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2005K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2006K1,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2006K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2006K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2006K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2007K1,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2007K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2007K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2007K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2008K1,1.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2008K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2008K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2008K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2009K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2009K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2009K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2009K4,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2010K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2010K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2010K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2010K4,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2011K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2011K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2011K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2011K4,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2012K1,1.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2012K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2012K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2012K4,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2013K1,1.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2013K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2013K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2013K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2014K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2014K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2014K3,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2014K4,1.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2015K1,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2015K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2015K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2015K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2016K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2016K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2016K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2016K4,1.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2017K1,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2017K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2017K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2017K4,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2018K1,1.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2018K2,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2018K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2018K4,0.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2019K1,1.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2019K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2019K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2019K4,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2020K1,1.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2020K2,0.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2020K3,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2020K4,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2021K1,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2021K2,0.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2021K3,0.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2021K4,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2022K1,1.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2022K2,1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2022K3,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2022K4,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2023K1,1.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2023K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2023K3,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2023K4,1.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2024K1,1.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2024K2,0.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Egenmeldt,Sykefraværsprosent,2024K3,0.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2000K2,3.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2000K3,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2000K4,3.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2001K1,3.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2001K2,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2001K3,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2001K4,3.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2002K1,3.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2002K2,3.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2002K3,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2002K4,3.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2003K1,3.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2003K2,3.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2003K3,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2003K4,3.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2004K1,3.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2004K2,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2004K3,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2004K4,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2005K1,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2005K2,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2005K3,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2005K4,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2006K1,3.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2006K2,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2006K3,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2006K4,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2007K1,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2007K2,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2007K3,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2007K4,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2008K1,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2008K2,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2008K3,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2008K4,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2009K1,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2009K2,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2009K3,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2009K4,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2010K1,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2010K2,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2010K3,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2010K4,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2011K1,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2011K2,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2011K3,2.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2011K4,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2012K1,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2012K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2012K3,2.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2012K4,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2013K1,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2013K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2013K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2013K4,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2014K1,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2014K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2014K3,2.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2014K4,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2015K1,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2015K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2015K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2015K4,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2016K1,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2016K2,2.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2016K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2016K4,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2017K1,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2017K2,2.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2017K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2017K4,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2018K1,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2018K2,2.6
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2018K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2018K4,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2019K1,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2019K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2019K3,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2019K4,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2020K1,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2020K2,2.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2020K3,2.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2020K4,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2021K1,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2021K2,2.7
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2021K3,2.5
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2021K4,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2022K1,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2022K2,3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2022K3,2.9
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2022K4,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2023K1,3.4
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2023K2,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2023K3,2.8
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2023K4,3.3
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2024K1,3.2
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2024K2,3.1
Menn,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",Legemeldt,Sykefraværsprosent,2024K3,3
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2000K2,4
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2000K3,3.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2000K4,4.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2001K1,4.9
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2001K2,4.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2001K3,3.5
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2001K4,4.5
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2002K1,5
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2002K2,4.3
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2002K3,3.6
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2002K4,4.9
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2003K1,5.1
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2003K2,4.6
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2003K3,3.8
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2003K4,5.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2004K1,5.1
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2004K2,4.3
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2004K3,3.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2004K4,4.2
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2005K1,4.6
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2005K2,4
Menn,Undervisning,Egenmeldt og legemeldt,Sykefraværsprosent,2005K3,3.1
